orig_address,comment_kind,port_file,port_line,comment_text_short
0x004561d0,ARCH-DIVERGENCE,td5_fmv.c,1031,0x004561D0  CreateDirectSoundDevice         [ARCH-DIVERGENCE: FMV] 0x00456210  DDrawGetSurfaceCaps             [ARCH-DIVERGENCE: FMV]
0x00456210,ARCH-DIVERGENCE,td5_fmv.c,1032,0x00456210  DDrawGetSurfaceCaps             [ARCH-DIVERGENCE: FMV] 0x00456250  ReleaseDirectSoundDevice        [ARCH-DIVERGENCE: FMV]
0x00456250,ARCH-DIVERGENCE,td5_fmv.c,1033,0x00456250  ReleaseDirectSoundDevice        [ARCH-DIVERGENCE: FMV] 0x004562A0  DDrawReleaseSurface             [ARCH-DIVERGENCE: FMV]
0x004562a0,ARCH-DIVERGENCE,td5_fmv.c,1034,0x004562A0  DDrawReleaseSurface             [ARCH-DIVERGENCE: FMV] 0x004562C0  InitAudioPlayback               [ARCH-DIVERGENCE: FMV]
0x004562c0,ARCH-DIVERGENCE,td5_fmv.c,1035,0x004562C0  InitAudioPlayback               [ARCH-DIVERGENCE: FMV] 0x00456430  ReleaseDSStreamBuffer           [ARCH-DIVERGENCE: FMV]
0x00456430,ARCH-DIVERGENCE,td5_fmv.c,1036,0x00456430  ReleaseDSStreamBuffer           [ARCH-DIVERGENCE: FMV] 0x00456450  DecodeADPCMBlock                [ARCH-DIVERGENCE: FMV]
0x00456450,ARCH-DIVERGENCE,td5_fmv.c,1037,0x00456450  DecodeADPCMBlock                [ARCH-DIVERGENCE: FMV] 0x004564F3  DecodeEAADPCM                   [ARCH-DIVERGENCE: FMV]
0x004564f3,ARCH-DIVERGENCE,td5_fmv.c,1038,0x004564F3  DecodeEAADPCM                   [ARCH-DIVERGENCE: FMV] 0x00456670  IDCT_DecodeCoefficients         [ARCH-DIVERGENCE: FMV]
0x00456670,ARCH-DIVERGENCE,td5_fmv.c,1039,0x00456670  IDCT_DecodeCoefficients         [ARCH-DIVERGENCE: FMV] 0x0045681D  IDCT_Transform8x8_Caller        [ARCH-DIVERGENCE: FMV]
0x0045681d,ARCH-DIVERGENCE,td5_fmv.c,1040,0x0045681D  IDCT_Transform8x8_Caller        [ARCH-DIVERGENCE: FMV] 0x00456926  IDCT_Transform8x8_Block         [ARCH-DIVERGENCE: FMV]
0x00456926,ARCH-DIVERGENCE,td5_fmv.c,1041,0x00456926  IDCT_Transform8x8_Block         [ARCH-DIVERGENCE: FMV] 0x00456B31  IDCT_1D_8pt_Float               [ARCH-DIVERGENCE: FMV]
0x00456b31,ARCH-DIVERGENCE,td5_fmv.c,1042,0x00456B31  IDCT_1D_8pt_Float               [ARCH-DIVERGENCE: FMV] 0x00456C94  IDCT_1D_8pt_Float_B             [ARCH-DIVERGENCE: FMV]
0x00456c94,ARCH-DIVERGENCE,td5_fmv.c,1043,0x00456C94  IDCT_1D_8pt_Float_B             [ARCH-DIVERGENCE: FMV] 0x00456D9E  IDCT_FullBlock8x8               [ARCH-DIVERGENCE: FMV]
0x00456d9e,ARCH-DIVERGENCE,td5_fmv.c,1044,0x00456D9E  IDCT_FullBlock8x8               [ARCH-DIVERGENCE: FMV] 0x00456F40  LookupQuantTable                [ARCH-DIVERGENCE: FMV]
0x00456f40,ARCH-DIVERGENCE,td5_fmv.c,1045,0x00456F40  LookupQuantTable                [ARCH-DIVERGENCE: FMV] 0x00456F70  IDCTDecodeDCAndAC               [ARCH-DIVERGENCE: FMV]
0x00456f70,ARCH-DIVERGENCE,td5_fmv.c,1046,0x00456F70  IDCTDecodeDCAndAC               [ARCH-DIVERGENCE: FMV] 0x004573F9  YCbCrToPackedPixel16            [ARCH-DIVERGENCE: FMV]
0x004573f9,ARCH-DIVERGENCE,td5_fmv.c,1047,0x004573F9  YCbCrToPackedPixel16            [ARCH-DIVERGENCE: FMV] 0x00457684  YCbCrToRGB_Row_16bit            [ARCH-DIVERGENCE: FMV]
0x00457684,ARCH-DIVERGENCE,td5_fmv.c,1048,0x00457684  YCbCrToRGB_Row_16bit            [ARCH-DIVERGENCE: FMV] 0x0045791F  IDCTDecode16x16Block            [ARCH-DIVERGENCE: FMV]
0x0045791f,ARCH-DIVERGENCE,td5_fmv.c,1049,0x0045791F  IDCTDecode16x16Block            [ARCH-DIVERGENCE: FMV] 0x004580FE  DecodeJPEGFrame                 [ARCH-DIVERGENCE: FMV]
0x004580fe,ARCH-DIVERGENCE,td5_fmv.c,1050,0x004580FE  DecodeJPEGFrame                 [ARCH-DIVERGENCE: FMV] 0x004588E0  DecodeHuffmanBlock              [ARCH-DIVERGENCE: FMV]
0x004588e0,ARCH-DIVERGENCE,td5_fmv.c,1051,0x004588E0  DecodeHuffmanBlock              [ARCH-DIVERGENCE: FMV] 0x00458BC9  DecodeJPEGMCU                   [ARCH-DIVERGENCE: FMV]
0x00458bc9,ARCH-DIVERGENCE,td5_fmv.c,1052,0x00458BC9  DecodeJPEGMCU                   [ARCH-DIVERGENCE: FMV] 0x004590BF  DecodeMCU_YCbCr422_16bpp        [ARCH-DIVERGENCE: FMV]
0x004590bf,ARCH-DIVERGENCE,td5_fmv.c,1053,0x004590BF  DecodeMCU_YCbCr422_16bpp        [ARCH-DIVERGENCE: FMV] 0x004592AD  DecodeMCU_YCbCr420_16bpp        [ARCH-DIVERGENCE: FMV]
0x004592ad,ARCH-DIVERGENCE,td5_fmv.c,1054,0x004592AD  DecodeMCU_YCbCr420_16bpp        [ARCH-DIVERGENCE: FMV] 0x0045949B  DecodeMCU_YCbCr444_16bpp        [ARCH-DIVERGENCE: FMV]
0x0045949b,ARCH-DIVERGENCE,td5_fmv.c,1055,0x0045949B  DecodeMCU_YCbCr444_16bpp        [ARCH-DIVERGENCE: FMV] 0x00459689  DecodeMCU_YCbCr422_16bpp_Fast   [ARCH-DIVERGENCE: FMV]
0x00459689,ARCH-DIVERGENCE,td5_fmv.c,1056,0x00459689  DecodeMCU_YCbCr422_16bpp_Fast   [ARCH-DIVERGENCE: FMV] 0x00459877  DecodeMCU_YCbCr422_8bpp         [ARCH-DIVERGENCE: FMV]
0x00459877,ARCH-DIVERGENCE,td5_fmv.c,1057,0x00459877  DecodeMCU_YCbCr422_8bpp         [ARCH-DIVERGENCE: FMV] 0x004599D0  YCbCrToRGB_Row_16bit_444        [ARCH-DIVERGENCE: FMV]
0x004599d0,ARCH-DIVERGENCE,td5_fmv.c,1058,0x004599D0  YCbCrToRGB_Row_16bit_444        [ARCH-DIVERGENCE: FMV] 0x00459EA0  YCbCrToRGB_Row_16bit_420        [ARCH-DIVERGENCE: FMV]
0x00459ea0,ARCH-DIVERGENCE,td5_fmv.c,1059,0x00459EA0  YCbCrToRGB_Row_16bit_420        [ARCH-DIVERGENCE: FMV] 0x0045A3A0  YCbCrToRGB_Row_8bit             [ARCH-DIVERGENCE: FMV]
0x0045a3a0,ARCH-DIVERGENCE,td5_fmv.c,1060,0x0045A3A0  YCbCrToRGB_Row_8bit             [ARCH-DIVERGENCE: FMV] 0x0045A588  CopyPixelBuffer32               [ARCH-DIVERGENCE: FMV]
0x0045a588,ARCH-DIVERGENCE,td5_fmv.c,1061,0x0045A588  CopyPixelBuffer32               [ARCH-DIVERGENCE: FMV] 0x0045A5CC  YCbCrToRGB_Row_16bit_422        [ARCH-DIVERGENCE: FMV]
0x0045a5cc,ARCH-DIVERGENCE,td5_fmv.c,1062,0x0045A5CC  YCbCrToRGB_Row_16bit_422        [ARCH-DIVERGENCE: FMV] 0x0045A84C  IDCT8ColumnButterfly            [ARCH-DIVERGENCE: FMV]
0x0045a84c,ARCH-DIVERGENCE,td5_fmv.c,1063,0x0045A84C  IDCT8ColumnButterfly            [ARCH-DIVERGENCE: FMV] 0x0045A98B  IDCT8RowButterfly               [ARCH-DIVERGENCE: FMV]
0x0045a98b,ARCH-DIVERGENCE,td5_fmv.c,1064,0x0045A98B  IDCT8RowButterfly               [ARCH-DIVERGENCE: FMV] 0x0045AA75  IDCT_1D_8pt_Float_C             [ARCH-DIVERGENCE: FMV]
0x0045aa75,ARCH-DIVERGENCE,td5_fmv.c,1065,0x0045AA75  IDCT_1D_8pt_Float_C             [ARCH-DIVERGENCE: FMV] 0x0045AB80  DequantizeIDCT_Block            [ARCH-DIVERGENCE: FMV]
0x0045ab80,ARCH-DIVERGENCE,td5_fmv.c,1066,0x0045AB80  DequantizeIDCT_Block            [ARCH-DIVERGENCE: FMV] 0x0045AC60  DequantizeIDCT_Block_Half       [ARCH-DIVERGENCE: FMV]
0x0045ac60,ARCH-DIVERGENCE,td5_fmv.c,1067,0x0045AC60  DequantizeIDCT_Block_Half       [ARCH-DIVERGENCE: FMV] 0x0045ACD0  InitMotionVectorDecoder         [ARCH-DIVERGENCE: FMV]
0x0045acd0,ARCH-DIVERGENCE,td5_fmv.c,1068,0x0045ACD0  InitMotionVectorDecoder         [ARCH-DIVERGENCE: FMV] 0x0045AD90  BuildHuffmanDecodeTables        [ARCH-DIVERGENCE: FMV]
0x0045ad90,ARCH-DIVERGENCE,td5_fmv.c,1069,0x0045AD90  BuildHuffmanDecodeTables        [ARCH-DIVERGENCE: FMV] 0x0045AF50  ParseJPEGHeaders                [ARCH-DIVERGENCE: FMV]
0x0045af50,ARCH-DIVERGENCE,td5_fmv.c,1070,0x0045AF50  ParseJPEGHeaders                [ARCH-DIVERGENCE: FMV] 0x0045B1C0  BitstreamRefillBits             [ARCH-DIVERGENCE: FMV]
0x0045b1c0,ARCH-DIVERGENCE,td5_fmv.c,1071,0x0045B1C0  BitstreamRefillBits             [ARCH-DIVERGENCE: FMV] 0x0045B220  BitstreamReadHuffmanCode        [ARCH-DIVERGENCE: FMV]
0x0045b220,ARCH-DIVERGENCE,td5_fmv.c,1072,0x0045B220  BitstreamReadHuffmanCode        [ARCH-DIVERGENCE: FMV] 0x0045B250  FillBlock_DC                    [ARCH-DIVERGENCE: FMV]
0x0045b250,ARCH-DIVERGENCE,td5_fmv.c,1073,0x0045B250  FillBlock_DC                    [ARCH-DIVERGENCE: FMV] 0x0045B2B0  DecodeMotionCompensatedFrame    [ARCH-DIVERGENCE: FMV]
0x0045b2b0,ARCH-DIVERGENCE,td5_fmv.c,1074,0x0045B2B0  DecodeMotionCompensatedFrame    [ARCH-DIVERGENCE: FMV] 0x0045B420  DecodeType2DeltaPalette         [ARCH-DIVERGENCE: FMV]
0x0045b420,ARCH-DIVERGENCE,td5_fmv.c,1075,0x0045B420  DecodeType2DeltaPalette         [ARCH-DIVERGENCE: FMV] 0x0045B750  BuildBitplaneDeinterleaveTable  [ARCH-DIVERGENCE: FMV]
0x0045b750,ARCH-DIVERGENCE,td5_fmv.c,1076,0x0045B750  BuildBitplaneDeinterleaveTable  [ARCH-DIVERGENCE: FMV] 0x0045B7D0  DecodeVQ_Block                  [ARCH-DIVERGENCE: FMV]
0x0045b7d0,ARCH-DIVERGENCE,td5_fmv.c,1077,0x0045B7D0  DecodeVQ_Block                  [ARCH-DIVERGENCE: FMV] 0x0045B8D0  DecodeType1PaletteFrame         [ARCH-DIVERGENCE: FMV]
0x0045b8d0,ARCH-DIVERGENCE,td5_fmv.c,1078,0x0045B8D0  DecodeType1PaletteFrame         [ARCH-DIVERGENCE: FMV] 0x0045BA30  ConvertPaletteToPixelFormat     [ARCH-DIVERGENCE: FMV]
0x0045ba30,ARCH-DIVERGENCE,td5_fmv.c,1079,0x0045BA30  ConvertPaletteToPixelFormat     [ARCH-DIVERGENCE: FMV] 0x0045BAE0  BlitDecodedToSurface            [ARCH-DIVERGENCE: FMV]
0x0045bae0,ARCH-DIVERGENCE,td5_fmv.c,1080,0x0045BAE0  BlitDecodedToSurface            [ARCH-DIVERGENCE: FMV] 0x0045BD00  SetVGAPalette                   [ARCH-DIVERGENCE: FMV]
0x0045bd00,ARCH-DIVERGENCE,td5_fmv.c,1081,0x0045BD00  SetVGAPalette                   [ARCH-DIVERGENCE: FMV] 0x0045BD3C  DecompressLZData                [ARCH-DIVERGENCE: FMV]
0x0045bd3c,ARCH-DIVERGENCE,td5_fmv.c,1082,0x0045BD3C  DecompressLZData                [ARCH-DIVERGENCE: FMV] 0x0045BE5F  UnpackBitplaneToPixels          [ARCH-DIVERGENCE: FMV]
0x0045be5f,ARCH-DIVERGENCE,td5_fmv.c,1083,0x0045BE5F  UnpackBitplaneToPixels          [ARCH-DIVERGENCE: FMV] 0x0045BF08  DecodeBitmapRLERun              [ARCH-DIVERGENCE: FMV]
0x0045bf08,ARCH-DIVERGENCE,td5_fmv.c,1084,0x0045BF08  DecodeBitmapRLERun              [ARCH-DIVERGENCE: FMV]
0x00423a80,CONFIRMED,td5_frontend.c,140,"[CONFIRMED @ 0x423A80]: original DAT_00494bb0 = car count, DAT_00494bb4 = track count."
0x00465f74,CONFIRMED,td5_frontend.c,173,"Format: track-label  = ""%d. %s"" (track# 1-based + band name)   [CONFIRMED @ 0x465f74]"
0x00418571,CONFIRMED,td5_frontend.c,174,now-playing panel rows at y=0/0x28/0x50                 [CONFIRMED @ 0x418571]
0x004667a8,CONFIRMED,td5_frontend.c,1063,"[CONFIRMED @ 0x4667A8] English archive entry = ""config.eng""; token 0 = display name."
,ARCH-DIVERGENCE,td5_frontend.c,1340,[ARCH-DIVERGENCE: cursor flag polarity flipped + mouse-moved flag dropped; L5 sweep 2026-05-21]
0x00424110,CONFIRMED,td5_frontend.c,1372,"[CONFIRMED @ 0x00424110] DrawFrontendFontStringPrimary: 12×12 glyph atlas, 21 columns. col = (c-0x20) % 21 * 12, row = (c-0x20) / 21 * 12. Advance"
0x004241e0,CONFIRMED,td5_frontend.c,1375,"[CONFIRMED @ 0x004241E0] Secondary variant: same atlas, renders to g_secondaryWorkSurface at y+8. Callers include ScreenGameOptions (0x41F990),"
,ARCH-DIVERGENCE,td5_frontend.c,1468,[ARCH-DIVERGENCE: DDraw Copy16BitSurfaceRect + vtbl[0x1c] Blt -> D3D11 Present; L5 sweep 2026-05-21]
0x0040daf0,CONFIRMED,td5_frontend.c,1648,Two-player setup [CONFIRMED @ 0x0040daf0]: Original gate: g_twoPlayerModeEnabled != 0 || g_selectedGameType == 7.
0x0040dac0,CONFIRMED,td5_frontend.c,1714,"=== Path 1: Quick Race (gameType == 2, Era) [CONFIRMED @ 0x0040dac0] === Original loop body consumes THREE rand() calls per iteration:"
0x0040dac0,CONFIRMED,td5_frontend.c,1742,"=== Path 2: Cup/Masters (gameType == 5) [CONFIRMED @ 0x0040dac0] === Scans s_masters_roster_flags[] for state==1 entries, claims them (sets to 2),"
0x0040dac0,CONFIRMED,td5_frontend.c,1764,"=== Path 3: Default (single race, all other types) [CONFIRMED @ 0x0040dac0] === Faithful port of the original's loop structure. Each iteration of"
,ARCH-DIVERGENCE,td5_frontend.c,2018,[ARCH-DIVERGENCE: DXDraw mode-table -> DXGI enum + label format; L5 sweep 2026-05-21]
0x00423acd,CONFIRMED,td5_frontend.c,2580,[CONFIRMED @ 0x423ACD]: original calls _unlink(CupData.td5) directly in ScreenCupWonDialog case 0. Port delegates to td5_plat_file_delete which
,ARCH-DIVERGENCE,td5_frontend.c,3082,level after audit: L5 + [ARCH-DIVERGENCE] for the DDraw flip / surface-lost handshake.
0x00417d50,CONFIRMED,td5_frontend.c,3126,"Original: ESC in credits always exits the game [CONFIRMED @ 0x417D50] */ TD5_LOG_I(LOG_TAG, ""ExtrasGallery: ESC pressed, quitting game"");"
0x0041ff5b,CONFIRMED,td5_frontend.c,3904,float bar_x  = 394.0f * sx; /* panel x = canvasW/2+0x4A [CONFIRMED @ 0x41FF5B] */
0x004210a4,CONFIRMED,td5_frontend.c,3999,[CONFIRMED @ 0x4210A4]: QueueFrontendOverlayRect with src_y = g_twoPlayerSplitMode << 5 (=*32)
,ARCH-DIVERGENCE,td5_frontend.c,4193,[ARCH-DIVERGENCE: DDraw QueueFrontendOverlayRect -> D3D11 fe_draw_surface_rect; L5 sweep 2026-05-21]
0x0040df4a,CONFIRMED,td5_frontend.c,4281,"float x = 1832.0f - 1600.0f * t;  /* 1832 → 232 [CONFIRMED @ 0x0040DF4A] */ TD5_LOG_I(LOG_TAG, ""car_sel: slide-in x=%.0f t=%.2f"", x, t);"
0x0040fe00,CONFIRMED,td5_frontend.c,4389,Controller type icon [CONFIRMED @ 0x40FE00]: per-type TGA centered at y=120 */ int controller_type = td5_input_get_device_type(0);
0x00466808,CONFIRMED,td5_frontend.c,5133,"Copyright string [CONFIRMED @ 0x00466808] */ static const char k_copyright[] = ""TEST DRIVE 5 COPYRIGHT 1998"";"
0x004237f0,CONFIRMED,td5_frontend.c,5156,"QueueFrontendOverlayRect(uVar2-0xa8, uVar3-0x8f, ...) [CONFIRMED @ 0x4237F0] = (320 - 168, 240 - 143) = (152, 97) on 640x480."
0x004237f0,CONFIRMED,td5_frontend.c,5180,Only draw during states 4-5 (dialog visible) [CONFIRMED @ 0x4237F0] */ if (s_inner_state < 4) return;
0x00423bdd,CONFIRMED,td5_frontend.c,5227,SNK_CarsUnlocked    y = 0x8C (140) — if s_cup_won_car_count != 0  [CONFIRMED @ 0x00423BDD]
0x00423c2d,CONFIRMED,td5_frontend.c,5228,SNK_TracksUnlocked  y = 0xA8 (168) — if s_cup_won_track_count != 0 [CONFIRMED @ 0x00423C2D]
0x00423a80,CONFIRMED,td5_frontend.c,5237,Only draw during states 4-5 (dialog visible) [CONFIRMED @ 0x00423A80] */ if (s_inner_state < 4) return;
0x00423d4d,CONFIRMED,td5_frontend.c,5240,Dialog box screen position (same offsets as CupFailed) [CONFIRMED @ 0x00423D4D] */
0x00423aeb,CONFIRMED,td5_frontend.c,5244,float dlg_h = 196.0f * sy;  /* 0xC4 [CONFIRMED @ 0x00423AEB] */ float dlg_cx = dlg_x + dlg_w * 0.5f;
0x00423b10,CONFIRMED,td5_frontend.c,5247,Dialog background — BltColorFillToSurface fills to black [CONFIRMED @ 0x00423B10] */
0x00423b2e,CONFIRMED,td5_frontend.c,5251,"""CONGRATULATIONS"" at y=0x00 [CONFIRMED @ 0x00423B2E] */ fe_draw_text_centered(dlg_cx, dlg_y + 0.0f  * sy, ""CONGRATULATIONS"", 0xFFFFFFFF, sx, sy);"
0x00423b52,CONFIRMED,td5_frontend.c,5253,"""YOU HAVE WON"" at y=0x38=56 [CONFIRMED @ 0x00423B52] */ fe_draw_text_centered(dlg_cx, dlg_y + 56.0f * sy, ""YOU HAVE WON"",    0xFFFFFFFF, sx, sy);"
0x00423b89,CONFIRMED,td5_frontend.c,5255,Cup type name at y=0x54=84 [CONFIRMED @ 0x00423B89] */ if (s_selected_game_type >= 1 && s_selected_game_type <= 6) {
0x00423bdd,CONFIRMED,td5_frontend.c,5260,Car unlock line at y=0x8C=140 [CONFIRMED @ 0x00423BDD] */ if (s_cup_won_car_count != 0) {
0x00423c2d,CONFIRMED,td5_frontend.c,5265,Track unlock line at y=0xA8=168 [CONFIRMED @ 0x00423C2D] */ if (s_cup_won_track_count != 0) {
0x0041d630,CONFIRMED,td5_frontend.c,5282,Only draw during states 4-5 (dialog visible) [CONFIRMED @ 0x41D630] */ if (s_inner_state < 4) return;
0x004274a0,CONFIRMED,td5_frontend.c,5405,"""TEST DRIVE 5 COPYRIGHT 1998"" tiled [CONFIRMED @ 0x004274A0] */ frontend_render_legal_copyright_overlay(sx, sy);"
0x004237f0,CONFIRMED,td5_frontend.c,5409,"""Sorry / You Failed / To Win / [cup]"" dialog [CONFIRMED @ 0x004237F0] */ frontend_render_cup_failed_overlay(sx, sy);"
0x00423a80,CONFIRMED,td5_frontend.c,5413,"""Congrats / You Have Won / [cup] / [unlocks]"" dialog [CONFIRMED @ 0x00423A80] */"
0x0041d630,CONFIRMED,td5_frontend.c,5417,"""Sorry / Session Locked"" dialog [CONFIRMED @ 0x0041D630] */ frontend_render_session_locked_overlay(sx, sy);"
0x004269d0,CONFIRMED,td5_frontend.c,5800,"[CONFIRMED @ 0x4269D0] g_attractModeControlEnabled three-state gate: 0 = first entry: run full init, set ctrl=1, route to MAIN_MENU (screen 5)"
0x004667a8,CONFIRMED,td5_frontend.c,5829,"English entry name = ""config.eng"" [CONFIRMED @ 0x4667A8]. The original reads ""config.eng"" per car ZIP, sscanf's 17 tokens into"
0x004269d0,CONFIRMED,td5_frontend.c,5836,[CONFIRMED @ 0x4269D0] Car ZIP path table: handled in td5_asset.c */ [CONFIRMED @ 0x426F80]: LoadPackedConfigTd5() reads config.td5 settings */
0x00426f80,CONFIRMED,td5_frontend.c,5837,[CONFIRMED @ 0x426F80]: LoadPackedConfigTd5() reads config.td5 settings */ [INFERRED] Enumerate display modes (handled in td5_render.c) */
0x00427081,CONFIRMED,td5_frontend.c,5839,[CONFIRMED @ 0x427081]: Seed controller/input state from DXInput joystick exports
0x00427060,CONFIRMED,td5_frontend.c,5845,Mark init done so re-entry skips straight to menu [CONFIRMED @ 0x427060] */ s_attract_mode_ctrl = 1;
0x00427182,CONFIRMED,td5_frontend.c,5848,[CONFIRMED @ 0x427182]: SetFrontendScreen(5) = TD5_SCREEN_MAIN_MENU */ td5_frontend_set_screen(TD5_SCREEN_MAIN_MENU);
,ARCH-DIVERGENCE,td5_frontend.c,5920,[ARCH-DIVERGENCE: DDraw blit primitives -> D3D11 frontend helpers; L5 sweep 2026-05-21]
0x004275b1,CONFIRMED,td5_frontend.c,5937,[CONFIRMED @ 0x4275B1] g_attractModeDemoActive = 1 */ s_attract_demo_active = 1;
0x004275b7,CONFIRMED,td5_frontend.c,5945,[CONFIRMED @ 0x4275B7] ReleaseFrontendDisplayModeButtons() */ frontend_reset_buttons();
0x00466808,CONFIRMED,td5_frontend.c,6041,"Original renders ""TEST DRIVE 5 COPYRIGHT 1998"" [CONFIRMED @ 0x00466808] at x=canvasW/10, y=0x20 (32px) and repeats each row down the screen."
,ARCH-DIVERGENCE,td5_frontend.c,6338,[ARCH-DIVERGENCE: TD5_GameType enum value remap; L5 sweep 2026-05-22] Orig 0x004168B0 case-3 button-press handler:
0x00420d22,CONFIRMED,td5_frontend.c,7709,"[CONFIRMED @ 0x420d22]: SNK_SplitScreenButTxt at x=-0x100, width=0x100 */ frontend_create_button(""Split Screen"", -0x100, 0, 0x100, 0x20);"
0x00420d33,CONFIRMED,td5_frontend.c,7711,"[CONFIRMED @ 0x420d33]: SNK_CatchupTxt at x=-0x100, width=0x100 */ frontend_create_button(""Catch-Up"",    -0x100, 0, 0x100, 0x20);"
0x00420d43,CONFIRMED,td5_frontend.c,7713,"[CONFIRMED @ 0x420d43]: SNK_OkButTxt at x=-0x100, width=0x60 */ frontend_create_button(""OK"",          -0x100, 0, 0x60,  0x20);"
0x0042106b,CONFIRMED,td5_frontend.c,7740,[CONFIRMED @ 0x42106B]: g_twoPlayerSplitMode = (delta + g_twoPlayerSplitMode) & 1 */
0x004210b3,CONFIRMED,td5_frontend.c,7750,[CONFIRMED @ 0x4210B3]: DAT_00465ff8 += delta; clamped 0..9 */ s_catchup_level += delta;
0x004210f7,CONFIRMED,td5_frontend.c,7757,"[CONFIRMED @ 0x4210F7]: OK pressed: blit secondary, advance to slide-out */ s_inner_state = 7;"
0x0040fe00,CONFIRMED,td5_frontend.c,7777,RE basis: ScreenControllerBindingPage decompiled [CONFIRMED @ 0x40FE00]
0x0040fe00,CONFIRMED,td5_frontend.c,7793,"Data layout [CONFIRMED @ 0x40FE00]: s_ctrl_player        — which player is being configured (0=P1, 1=P2)"
0x0040fe00,CONFIRMED,td5_frontend.c,7821,"[CONFIRMED @ 0x40FE00] Determines device type, routes to joystick path (state 9) or keyboard path (state 19). If device==3 (none),"
0x0041e6c3,CONFIRMED,td5_frontend.c,7838,[CONFIRMED @ 0x0041e6c3]: button 1 → DAT_004974b8 = 0 [CONFIRMED @ 0x0041e71d]: button 3 → DAT_004974b8 = 1 */
0x0041e71d,CONFIRMED,td5_frontend.c,7839,"[CONFIRMED @ 0x0041e71d]: button 3 → DAT_004974b8 = 1 */ TD5_LOG_I(LOG_TAG, ""ControllerBinding: player=%d"", s_ctrl_player);"
0x0040fe00,CONFIRMED,td5_frontend.c,7846,[CONFIRMED @ 0x40FE00] uses g_player1InputSource or g_player2InputSource depending on DAT_004974b8; port uses td5_input_get_device_type(). */
0x0040fe00,CONFIRMED,td5_frontend.c,7853,[CONFIRMED @ 0x40FE00] if device_desc[source] type byte == 3 → g_frontendAnimFrameCounter=0; g_frontendInnerState=0x13; return. */
0x0040fe00,CONFIRMED,td5_frontend.c,7863,[CONFIRMED @ 0x40FE00] if device_desc type byte == 3 → no-ctrl; otherwise joystick path uses DAT_00490ba4 = button count clamped.
0x0040fe00,CONFIRMED,td5_frontend.c,7886,[CONFIRMED @ 0x40FE00] DAT_00490ba4 set from device descriptor: if button_count < 4 → clamp to 2; if >= 9 → use 8; else use count.
0x0040fe00,CONFIRMED,td5_frontend.c,7889,controller_bindings[player*9] = 1 (active flag) [CONFIRMED @ 0x40FE00] */ {
0x0040fe00,CONFIRMED,td5_frontend.c,7898,Set controller active flag [CONFIRMED @ 0x40FE00]: (&DAT_00463fc4)[player*9] = 1  →  s_ctrl_binding_table row */
0x0040fe00,CONFIRMED,td5_frontend.c,7902,Validate axis assignments: slots [CONFIRMED @ 0x40FE00] (&DAT_00463fc8)[player*9] = steer axis (must be 4 or 5)
0x00410165,CONFIRMED,td5_frontend.c,7915,"Create OK button [CONFIRMED @ 0x00410165]: CreateFrontendDisplayModeButton(SNK_OkButTxt, -0x128, 0, 0x60, 0x20, 0) */"
0x0040fe00,CONFIRMED,td5_frontend.c,7929,"[CONFIRMED @ 0x40FE00] Counts g_frontendAnimFrameCounter to 0x1C, then advances to state 10 and deactivates cursor overlay."
0x0040fe00,CONFIRMED,td5_frontend.c,7945,[CONFIRMED @ 0x40FE00] Each frame: js_prev = js_held (prev & curr)
0x0040fe00,CONFIRMED,td5_frontend.c,7987,Shift register [CONFIRMED @ 0x40FE00]: DAT_00490b90 = DAT_00490b88        (prev = old held)
0x0040fe00,CONFIRMED,td5_frontend.c,7999,[CONFIRMED @ 0x40FE00] if num_buttons==2: swap [1] and [2] */ if (s_ctrl_num_buttons == 2) {
0x0040fe00,CONFIRMED,td5_frontend.c,8009,[CONFIRMED @ 0x40FE00] */ for (int i = 0; i < s_ctrl_num_buttons; i++) {
0x0040fe00,CONFIRMED,td5_frontend.c,8023,OK button [CONFIRMED @ 0x40FE00]: if (g_frontendButtonPressedFlag && g_frontendButtonIndex==0) → state 11 */
0x0040fe00,CONFIRMED,td5_frontend.c,8042,"[CONFIRMED @ 0x40FE00] After animation, releases surfaces and calls SetFrontendScreen(0xe) = TD5_SCREEN_CONTROL_OPTIONS."
0x0040fe00,CONFIRMED,td5_frontend.c,8056,[CONFIRMED @ 0x40FE00] Same anim counter mechanism as state 9. After 0x1C frames → state 20 (0x14).
0x0040fe00,CONFIRMED,td5_frontend.c,8070,"[CONFIRMED @ 0x40FE00] Draws ""Press Key"" header, clears the 4 scan-code DWORDs (DAT_00464054/58/5c/60), resets slot counter to 0,"
0x0040fe00,CONFIRMED,td5_frontend.c,8083,"[CONFIRMED @ 0x40FE00] Draws label for slot DAT_00490b84 at y=0x18, then immediately advances to state 26 (0x1A)."
0x0040fe00,CONFIRMED,td5_frontend.c,8096,[CONFIRMED @ 0x40FE00] Scans scancodes 0..255 each frame: - skip scancodes already in the 16-byte scan buffer
0x0040fe00,CONFIRMED,td5_frontend.c,8113,Skip if already captured [CONFIRMED @ 0x40FE00] */ int already = 0;
0x0040fe00,CONFIRMED,td5_frontend.c,8124,[CONFIRMED @ 0x40FE00] DXInput::CheckKey(sc) != 0 */ if (kb[sc]) {
0x0040fe00,CONFIRMED,td5_frontend.c,8135,Record the scancode [CONFIRMED @ 0x40FE00]: (char *)((int)&DAT_00464054 + DAT_00490b84) = (char)uVar13;  */
