address,name,body_size,level,port_citations,files_cited,callers_count,bookmark_tags,ghidra_documented,is_crt_or_lib,precision_strong,precision_weak,sample_context
0040c7e0,BuildSpecialActorOverlayQuads,1000,4,2,td5_render.h,2,,0,0,0,0,[td5_render.h] ater/envmap UV) |  *   0x40BD20  RenderRaceActorsForView |  *   0x40C7E0  BuildSpecialActorOverlayQuads |  *   0x40B9F0  GetTextureSlotStatus |  *   0x40BA10  AdvanceTe
0040cbd0,ConfigureActorProjectionEffect,310,4,4,td5_render.c,1,,0,0,0,0,[td5_render.c] * Vehicle Projection Effect / Chrome Reflection (0x43DEC0 / 0x40CBD0) |  * |  * Original renders a second pass on the player car mesh with heading- |  * rotated UV co
0040cd10,UpdateActorTrackLightState,174,4,2,td5_render.c,1,,0,0,0,0,[td5_render.c] 5_Actor *actor) | { |     /* |      * UpdateActorTrackLightState (0x40CD10) -> ConfigureActorProjectionEffect (0x40CBD0) |      * -> SetProjectionEffectState (0x43E210)
0040cdc0,CrossFade16BitSurfaces,858,3,0,,1,,0,0,0,0,
0040d120,AdvanceCrossFadeTransition,105,3,0,,1,,0,0,0,0,
0040d190,CrossFade16BitSurfaces,1015,3,0,,1,,0,0,0,0,
0040d590,LoadExtrasGalleryImageSurfaces,168,4,4,td5_frontend.c,2,,0,0,0,0,[td5_frontend.c] ackground gallery slideshow (LoadExtrasGalleryImageSurfaces 0x40D590) */ |     frontend_load_bg_gallery(); |  |     return 1; | } |  | /* ==================================
0040d640,ReleaseExtrasGalleryImageSurfaces,90,5,1,td5_frontend.c,1,,0,0,2,0,"[td5_frontend.c] t""); |         /* [CONFIRMED @ 0x418460 case 0]: |          *   ReleaseExtrasGalleryImageSurfaces() + LoadExtrasBandGalleryImages() |          *   CreateMenuStringLab"
0040d6a0,LoadExtrasBandGalleryImages,163,5,1,td5_frontend.c,1,,0,0,2,0,[td5_frontend.c] case 0]: |          *   ReleaseExtrasGalleryImageSurfaces() + LoadExtrasBandGalleryImages() |          *   CreateMenuStringLabelSurface(6) → DAT_00496358 (title sur
0040d750,AdvanceExtrasGallerySlideshow,222,4,3,td5_frontend.c,1,,0,0,0,0,[td5_frontend.c] =============== |  * Background Gallery Slideshow (0x40D590 / 0x40D750 / 0x40D830) |  * |  * pic1-5.tga from Extras.zip are cross-faded at random positions over the |
0040d830,UpdateExtrasGalleryDisplay,652,4,4,td5_frontend.c,1,,0,0,0,0,[td5_frontend.c] ==== |  * Background Gallery Slideshow (0x40D590 / 0x40D750 / 0x40D830) |  * |  * pic1-5.tga from Extras.zip are cross-faded at random positions over the |  * main menu
0040dac0,InitializeRaceSeriesSchedule,766,5,21,td5_frontend.c;td5_game.c,14,,0,0,2,1,[td5_frontend.c] -track pick loop. |      *   - InitializeRaceSeriesSchedule @ 0x0040dac0 does NOT call srand — |      *     it only stores timeGetTime() into g_randomSeedForRace. |
0040ddc0,DrawCarSelectionPreviewOverlay,446,3,0,,1,,0,0,0,0,
0040df80,MarkMastersRaceSlotCompleted,51,3,0,,1,,0,0,0,0,
0040dfc0,CarSelectionScreenStateMachine,6298,5,20,td5_frontend.c;td5_frontend.h,0,,0,0,2,0,"[td5_frontend.c] * runs once at app startup, CarSelectionScreenStateMachine (0x0040DFC0) |      * is unrelated. Screen_MainMenu (0x00415490) does no fill in any state. |      * Skip"
0040f8d0,WritePackedConfigTd5,643,5,9,td5_frontend.c;td5_save.c;td5_save.h,1,,0,0,2,0,[td5_frontend.c] rt of the Config block serialized by WritePackedConfigTd5 @ 0x40F8D0). |              * Port's case 4 already updated the in-memory NpcGroup; we flush here so |
0040fb60,LoadPackedConfigTd5,659,5,10,td5_frontend.c;td5_save.c;td5_save.h,1,,0,0,4,0,[td5_frontend.c] andled in td5_asset.c */ |         /* [CONFIRMED @ 0x426F80]: LoadPackedConfigTd5() reads config.td5 settings */ |         /* [INFERRED] Enumerate display modes (ha
0040fe00,ScreenControllerBindingPage,3624,5,48,td5_frontend.c;td5_frontend.h;td5_input.h,0,,0,0,4,0,[td5_frontend.c] tatic void Screen_ControllerBinding(void);          /* [18] 0x40FE00 */ | static void Screen_MusicTestExtras(void);            /* [19] 0x418460 */ | static void Scr
004100c0,OpenControllerBindingPageWrapper,13,3,0,,0,,0,0,0,0,
004100ce,DrawControlBindingTextWithOkButton,8,3,0,,1,,0,0,0,0,
004100d7,OpenControllerBindingPageNoneHeader,6,3,0,,2,,0,0,0,0,
004100de,OpenControllerBindingPageRearViewHeader,27,3,0,,0,,0,0,0,0,
004100fa,DrawControlBindingText1WithOkButton,22,3,0,,0,,0,0,0,0,
00410111,DrawControlBindingText2WithOkButton,23,3,0,,0,,0,0,0,0,
00410129,OpenControllerBindingPageNoneHeader,109,3,0,,0,,0,0,0,0,
00410380,RenderControllerBindingMenuPage,187,3,0,,0,,0,0,0,0,
0041043c,RenderControllerBindingPageUpDownHeader,117,3,0,,0,,0,0,0,0,
004104b2,RenderControllerBindingPageDownHeader,116,3,0,,0,,0,0,0,0,
00410527,RenderControllerBindingPageUpHeader,113,3,0,,0,,0,0,0,0,
00410599,RenderControllerBindingPageBlankOrRearViewHeader,121,3,0,,0,,0,0,0,0,
00410613,RenderControllerBindingPageRows,1565,3,0,,0,,0,0,0,0,
00410940,DrawControlOptionsBindingHeader,114,3,0,,0,,0,0,0,0,
00410ca0,ConfigureGameTypeFlags,655,5,39,td5_ai.c;td5_asset.c;td5_frontend.c;td5_game.c;td5_physics.c;td5_save.c;td5re.h,2,HOOK_POINT,1,0,8,0,"[td5_ai.c] tyTier @ 0x00463210. |  * Written by ConfigureGameTypeFlags @ 0x00410CA0 (port: td5_frontend.c:2675) |  * from game_type: 1/2→0, 3/4/5→1, 6/7→2. |  * Pre-2026-05-14:"
00411120,SerializeRaceStatusSnapshot,411,4,8,td5_save.c;td5_save.h,1,,0,0,0,1,[td5_save.c] DONE |  *   0x40FB60  LoadPackedConfigTd5        -- DONE |  *   0x411120  SerializeRaceStatusSnapshot-- DONE |  *   0x4112C0  RestoreRaceStatusSnapshot  -- DONE |  *
004112c0,RestoreRaceStatusSnapshot,552,4,10,td5_save.c;td5_save.h,2,,0,0,0,1,[td5_save.c] DONE |  *   0x411120  SerializeRaceStatusSnapshot-- DONE |  *   0x4112C0  RestoreRaceStatusSnapshot  -- DONE |  *   0x4114F0  WriteCupData               -- DONE |  *
004114f0,WriteCupData,149,5,9,td5_frontend.c;td5_save.c;td5_save.h,1,,0,0,2,0,"[td5_frontend.c] ok = td5_save_write_cup_data(NULL); |     TD5_LOG_I(LOG_TAG, ""WriteCupData: result=%d race=%d type=%d"", |               ok, s_race_within_series, (int)s_selected_ga"
00411590,LoadContinueCupData,148,5,9,td5_frontend.c;td5_save.c;td5_save.h,1,,0,0,2,0,"[td5_frontend.c] _within_series = restored_race; |         TD5_LOG_I(LOG_TAG, ""LoadContinueCupData: type=%d race=%d"", game_type, restored_race); |     } else { |         TD5_LOG_W(LOG"
00411630,ValidateCupDataChecksum,212,4,7,td5_save.c;td5_save.h,1,,0,0,0,0,"[td5_save.c] DONE |  *   0x411590  LoadContinueCupData        -- DONE |  *   0x411630  ValidateCupDataChecksum    -- DONE |  */ |  | #include ""td5_save.h"" | #include ""td5_platform.h"" | #i"
00411710,BuildFrontendDitherOffsetTable,60,3,0,,1,,0,0,0,0,
00411750,InitFrontendFadeColor,37,5,5,td5_frontend.c,2,,0,0,2,0,"[td5_frontend.c] only, alpha is driven by s_fade_progress). |  * [CONFIRMED @ 0x411750 InitFrontendFadeColor]: original stores |  *   DAT_00494fc4 = param_1 >> 3 & 0x1f1f1f  (packe"
00411780,RenderFrontendFadeEffect,705,5,1,td5_frontend.c,2,,0,0,2,0,[td5_frontend.c] * Alpha is driven by fade progress [CONFIRMED @ 0x411750 / 0x411780]. */ |         cmd->color = (alpha << 24) | (s_fade_color & 0x00FFFFFFu); |         cmd->tex_pa
00411a50,ResetFrontendFadeState,22,3,0,,1,,0,0,0,0,
00411a70,RenderFrontendFadeOutEffect,878,3,0,,1,,0,0,0,0,
00411de0,ClearFrontendSurfaceRegistry,22,3,0,,1,,0,0,0,0,
00411e00,GetFrontendSurfaceRegistryId,40,3,0,,3,,0,0,0,0,
00411e30,ReleaseTrackedFrontendSurface,90,5,2,td5_frontend.c,28,,0,0,2,0,[td5_frontend.c] 00422CEE] original body: |                 *   DAT_0049628c = ReleaseTrackedFrontendSurface(DAT_0049628c); |                 *   DAT_00496358 = ReleaseTrackedFronte
00411e90,ReleaseTrackedFrontendSurfaces,96,3,0,,1,,0,0,0,0,
00411f00,CreateTrackedFrontendSurface,301,5,9,td5_frontend.c,25,,0,0,2,0,"[td5_frontend.c] * [CONFIRMED @ 0x41FF5B: ADD ESI,0x11C; panel width 0xE0 @ CreateTrackedFrontendSurface] */ | #define FE_VALUE_PANEL_X    394 | #define FE_VALUE_PANEL_W    224 | #de"
00412030,LoadFrontendTgaSurfaceFromArchive,688,3,0,,12,,0,0,0,0,
004122f0,LoadTgaToFrontendSurfaceFromArchive,693,3,0,,2,,0,0,0,0,
004125b0,LoadTgaToFrontendSurface16bpp,502,5,1,td5_frontend.c,22,,0,0,2,0,"[td5_frontend.c] ) — MainMenu.tga backdrop. Original case 0 calls |          * LoadTgaToFrontendSurface16bpp(""MainMenu.tga"", ""FrontEnd.zip"") then |          * CopyPrimaryFrontendBuf"
004127b0,LoadTgaToFrontendSurface16bppVariant,502,3,0,,2,,0,0,0,0,
004129b0,RenderTgaToFrontendSurface,333,3,0,,20,,0,0,0,0,
00412b00,SetSurfaceColorKeyFromRGB,134,3,0,,20,,0,0,0,0,
00412b90,RenderTgaWithColorKeyToSurface,447,3,0,,1,,0,0,0,0,
00412d50,MeasureOrDrawFrontendFontString,213,3,0,,1,,0,0,0,0,
00412e30,CreateMenuStringLabelSurface,472,5,1,td5_frontend.c,19,,0,0,2,0,[td5_frontend.c] mageSurfaces() + LoadExtrasBandGalleryImages() |          *   CreateMenuStringLabelSurface(6) → DAT_00496358 (title surface) |          *   CreateTrackedFrontendSur
00413010,DrawPostRaceHighScoreEntry,1368,3,0,,2,,0,0,0,0,
00413580,ScreenPostRaceHighScoreTable,1549,4,5,td5_frontend.c;td5_frontend.h,0,,0,0,0,0,[td5_frontend.c] tatic void Screen_PostRaceHighScore(void);          /* [23] 0x413580 */ | static void Screen_RaceResults(void);                /* [24] 0x422480 */ | static void Scr
00413bc0,ScreenPostRaceNameEntry,2587,5,18,td5_frontend.c;td5_frontend.h;td5_game.c;td5_game.h;td5_save.c;td5_save.h,0,,0,0,8,0,[td5_frontend.c] case 0: /* Qualification check */ |         /* [CONFIRMED @ 0x00413BC0 case 0] */ |         frontend_init_return_screen(TD5_SCREEN_NAME_ENTRY); |         TD5_LOG_D(
00414610,SetFrontendScreen,40,5,16,td5_frontend.c;td5_frontend.h,27,,0,0,2,0,[td5_frontend.c] tend_frame_counter = 0; |  |     /* Original SetFrontendScreen (0x00414610) is silent — per-screen state-0 |      * code emits its own Play(N). Playing here doubled t
00414640,LoadFrontendSoundEffects,241,4,7,td5_sound.c;td5_sound.h,1,,0,0,0,0,"[td5_sound.c] oundChannels |  *   0x441D90  PlayVehicleSoundAtPosition |  *   0x414640  LoadFrontendSoundEffects |  */ |  | #include ""td5_sound.h"" | #include ""td5_platform.h"" | #include ""t"
00414740,InitializeFrontendResourcesAndState,847,5,16,td5_frontend.c;td5_game.c;td5_game.h,1,,0,0,2,1,"[td5_frontend.c] frontend): |      *   - InitializeFrontendResourcesAndState @ 0x00414740 calls srand(timeGetTime()) |      *     TWICE, then burns 1+ rand() for the CD-track pick l"
00414a90,InitializeFrontendDisplayModeState,190,5,6,td5_frontend.c,15,,0,0,2,0,[td5_frontend.c] onfigureGameTypeFlags -> InitializeRaceSeriesSchedule |  * -> InitializeFrontendDisplayModeState. Any divergence from the original's |  * attract-mode demo path rea
00414b50,RunFrontendDisplayLoop,996,5,8,td5_frontend.c;td5_game.c;td5_game.h,1,HOOK_POINT,1,0,2,0,[td5_frontend.c] d a handful of cosmetic re-orderings. Orig is 996 bytes |  * (0x00414B50..0x00414F34). |  * |  *   Step-by-step mapping (orig decomp -> port): |  *     - Surface-lost t
00414f40,RenderPositionerGlyphStrip,235,3,0,,1,,0,0,0,0,
00415030,ScreenPositionerDebugTool,795,4,6,td5_frontend.c;td5_frontend.h,0,,0,0,0,0,[td5_frontend.c] | static void Screen_PositionerDebugTool(void);      /* [1]  0x415030 */ | static void Screen_AttractModeDemo(void);           /* [2]  0x4275A0 */ | static void Scre
00415370,ScreenStartupInit,258,4,5,td5_frontend.c;td5_frontend.h,0,,0,0,0,0,[td5_frontend.c] tatic void Screen_StartupInit(void);                /* [28] 0x415370 */ | static void Screen_SessionLocked(void);              /* [29] 0x41D630 */ |  | /* ===========
00415490,ScreenMainMenuAnd1PRaceFlow,5010,5,9,td5_frontend.c;td5_frontend.h,0,,0,0,2,0,[td5_frontend.c] eMachine (0x0040DFC0) |      * is unrelated. Screen_MainMenu (0x00415490) does no fill in any state. |      * Skip the clear when a full-canvas BG surface is loaded
004168b0,RaceTypeCategoryMenuStateMachine,5149,4,7,td5_frontend.c;td5_frontend.h,0,,0,0,0,0,[td5_frontend.c] tatic void Screen_RaceTypeCategory(void);           /* [6]  0x4168B0 */ | static void Screen_QuickRaceMenu(void);              /* [7]  0x4213D0 */ | static void Scr
004173b1,caseD_7,284,3,0,,0,,0,0,0,0,
00417700,caseD_a,1490,3,0,,0,,0,0,0,0,
00417b74,AdvanceFrontendInlineStringTableState,37,3,0,,1,,0,0,0,0,
00417d50,ScreenExtrasGallery,1596,5,6,td5_frontend.c;td5_frontend.h,0,,0,0,2,0,[td5_frontend.c] tatic void Screen_ExtrasGallery(void);              /* [22] 0x417D50 */ | static void Screen_PostRaceHighScore(void);          /* [23] 0x413580 */ | static void Scr
00417dd2,LoadFrontendExtrasGalleryResources,684,3,0,,0,,0,0,0,0,
0041808d,caseD_6,37,3,0,,0,,0,0,0,0,
004183b0,SetFrontendInlineStringTable,81,3,0,,16,,0,0,0,0,
00418410,SetFrontendInlineStringEntry,25,3,0,,4,,0,0,0,0,
00418430,ResetFrontendInlineStringTable,20,3,0,,16,,0,0,0,0,
00418450,NoOpHookStub,0,3,0,,9,HOOK_POINT,1,0,0,0,
00418460,ScreenMusicTestExtras,2002,4,9,td5_frontend.c;td5_frontend.h,0,,0,0,0,0,[td5_frontend.c] tatic void Screen_MusicTestExtras(void);            /* [19] 0x418460 */ | static void Screen_CarSelection(void);               /* [20] 0x40DFC0 */ | static void Scr
00418c60,QueueFrontendNetworkMessage,224,3,0,,5,,0,0,0,0,
00418d50,RunFrontendConnectionBrowser,3500,4,5,td5_frontend.c;td5_frontend.h,0,,0,0,0,0,[td5_frontend.c] tatic void Screen_ConnectionBrowser(void);          /* [8]  0x418D50 */ | static void Screen_SessionPicker(void);              /* [9]  0x419CF0 */ | static void Scr
00419b30,RenderFrontendSessionBrowser,443,3,0,,1,,0,0,0,0,
00419cf0,RunFrontendSessionPicker,2071,4,5,td5_frontend.c;td5_frontend.h,0,,0,0,0,0,[td5_frontend.c] tatic void Screen_SessionPicker(void);              /* [9]  0x419CF0 */ | static void Screen_CreateSession(void);              /* [10] 0x41A7B0 */ | static void Scr
0041a530,RenderFrontendCreateSessionNameInput,311,3,0,,2,,0,0,0,0,
0041a670,RenderFrontendLobbyChatInput,306,3,0,,1,,0,0,0,0,
0041a7b0,RunFrontendCreateSessionFlow,2939,4,5,td5_frontend.c;td5_frontend.h,0,,0,0,0,0,[td5_frontend.c] tatic void Screen_CreateSession(void);              /* [10] 0x41A7B0 */ | static void Screen_NetworkLobby(void);               /* [11] 0x41C330 */ | static void Scr
0041b390,CreateFrontendNetworkSession,136,4,1,td5_frontend.c,2,,0,0,0,0,[td5_frontend.c] ntext 2): go to screen 7 */ |         /* Network (context 4): CreateFrontendNetworkSession() */ |         /* Normal (return == -1): launch race */ |         /* Back (
0041b420,RenderFrontendLobbyStatusPanel,494,3,0,,1,,0,0,0,0,
0041b610,ProcessFrontendNetworkMessages,1731,3,0,,2,,0,0,0,0,
0041bd00,RenderFrontendLobbyChatPanel,812,3,0,,1,,0,0,0,0,
0041c030,NormalizeFrontendChatTokens,752,3,0,,1,,0,0,0,0,
0041c330,RunFrontendNetworkLobby,4789,4,5,td5_frontend.c;td5_frontend.h,0,,0,0,0,0,[td5_frontend.c] tatic void Screen_NetworkLobby(void);               /* [11] 0x41C330 */ | static void Screen_OptionsHub(void);                 /* [12] 0x41D890 */ | static void Scr
0041d630,ScreenSessionLockedDialog,495,5,14,td5_frontend.c;td5_frontend.h,0,,0,0,2,0,[td5_frontend.c] nly 2 text lines. |  * [CONFIRMED @ ScreenSessionLockedDialog 0x0041D630] |  * ======================================================================== */ | static vo
0041d840,FormatDisplayModeOptionStrings,78,3,0,,1,,0,0,0,0,
0041d890,ScreenOptionsHub,1610,5,8,td5_frontend.c;td5_frontend.h,0,,0,0,2,1,[td5_frontend.c] tatic void Screen_OptionsHub(void);                 /* [12] 0x41D890 */ | static void Screen_GameOptions(void);                /* [13] 0x41F990 */ | static void Scr
0041df20,ScreenControlOptions,2880,5,6,td5_frontend.c;td5_frontend.h,0,,0,0,2,0,[td5_frontend.c] tatic void Screen_ControlOptions(void);             /* [14] 0x41DF20 */ | static void Screen_SoundOptions(void);               /* [15] 0x41EA90 */ | static void Scr
0041ea90,ScreenSoundOptions,3794,4,5,td5_frontend.c;td5_frontend.h,0,,0,0,0,0,[td5_frontend.c] tatic void Screen_SoundOptions(void);               /* [15] 0x41EA90 */ | static void Screen_DisplayOptions(void);             /* [16] 0x420400 */ | static void Scr
0041f990,ScreenGameOptions,2598,5,7,td5_frontend.c;td5_frontend.h,0,,0,0,2,1,[td5_frontend.c] tatic void Screen_GameOptions(void);                /* [13] 0x41F990 */ | static void Screen_ControlOptions(void);             /* [14] 0x41DF20 */ | static void Scr
00420400,ScreenDisplayOptions,2102,5,11,td5_frontend.c;td5_frontend.h,0,,0,0,2,1,"[td5_frontend.c] nu.tga"", ""Front_End/FrontEnd.zip""); |         /* [CONFIRMED @ 0x00420400 ScreenDisplayOptions case 0] Original does |          * NOT re-enumerate the display-mode l"
00420c70,ScreenTwoPlayerOptions,1844,5,9,td5_frontend.c;td5_frontend.h,0,,0,0,2,0,[td5_frontend.c] tatic void Screen_TwoPlayerOptions(void);           /* [17] 0x420C70 */ | static void Screen_ControllerBinding(void);          /* [18] 0x40FE00 */ | static void Scr
004213d0,ScreenQuickRaceMenu,2470,4,6,td5_frontend.c;td5_frontend.h,0,,0,0,0,0,[td5_frontend.c] tatic void Screen_QuickRaceMenu(void);              /* [7]  0x4213D0 */ | static void Screen_ConnectionBrowser(void);          /* [8]  0x418D50 */ | static void Scr
00421da0,AwardCupCompletionUnlocks,176,5,10,td5_frontend.c;td5_save.c,1,,0,0,4,0,[td5_frontend.c] gs()==0. |                      * AwardCupCompletionUnlocks @ 0x00421DA0 grants unlock flags; |                      * Screen_CupWon already invokes the port equiva
00421e90,DrawRaceDataSummaryPanel,1493,5,6,td5_frontend.c,1,,0,0,2,0,[td5_frontend.c] — Single-slot stat sheet (faithful) --- |      * [CONFIRMED @ 0x00421e90 DrawRaceDataSummaryPanel + 0x00422480 case 0] |      * Original screen 24 panel is a SINGLE
00422480,RunRaceResultsScreen,4815,5,42,td5_frontend.c;td5_frontend.h;td5_game.c;td5_game.h,0,,0,0,6,0,[td5_frontend.c] t slide offset for screen 24 results panel. |  * [CONFIRMED @ 0x00422480 cases 7..10 + 0xB] Original animates the panel |  * surface (DAT_0049628c) via QueueFronten
004237f0,ScreenCupFailedDialog,627,5,15,td5_frontend.c;td5_frontend.h,0,,0,0,2,0,"[td5_frontend.c] * ""Sorry / You Failed / To Win / [cup]"" dialog [CONFIRMED @ 0x004237F0] */ |         frontend_render_cup_failed_overlay(sx, sy); |         break; |     case TD5_SCREE"
00423a80,ScreenCupWonDialog,783,5,17,td5_frontend.c;td5_frontend.h;td5_save.c;td5_save.h,0,,0,0,4,0,"[td5_frontend.c] 0×480. |  * |  * Text Y offsets [CONFIRMED @ ScreenCupWonDialog 0x00423A80]: |  *   SNK_CongratsTxt     y = 0x00 (0)   — ""CONGRATULATIONS"" |  *   SNK_YouHaveWonTxt   y"
00423db0,ClearBackbufferWithColor,136,3,0,,2,,0,0,0,0,
00423e40,LockSecondaryFrontendSurfaceFillColor,140,3,0,,1,,0,0,0,0,
00423ed0,FillPrimaryFrontendRect,188,5,4,td5_frontend.c,2,,0,0,2,0,[td5_frontend.c] lls/clears in steady |      * state. FillPrimaryFrontendRect (0x00423ED0) has only 2 callers and |      * neither is per-frame: InitializeFrontendPresentationState
00423f90,FillSurfaceRectWithColor,188,3,0,,1,,0,0,0,0,
00424050,BltColorFillToSurface,190,5,4,td5_frontend.c,34,,0,0,2,0,"[td5_frontend.c] _rects. |  * |  * [UNCERTAIN] Panel alpha: original uses opaque BltColorFillToSurface(0,0,0); |  * port uses 0xE0 so the gallery background stays dimly visible. |  * [U"
00424110,DrawFrontendFontStringPrimary,204,5,3,td5_frontend.c,1,,0,0,2,0,"[td5_frontend.c] draw_string / frontend_draw_small_string |  * |  * [CONFIRMED @ 0x00424110] DrawFrontendFontStringPrimary: 12×12 glyph atlas, |  * 21 columns. col = (c-0x20) % 21 * 1"
004241e0,DrawFrontendFontStringSecondary,204,5,2,td5_frontend.c,1,,0,0,2,1,"[td5_frontend.c] s to g_primaryWorkSurface via vtable +0x1C. |  * [CONFIRMED @ 0x004241E0] Secondary variant: same atlas, renders to |  * g_secondaryWorkSurface at y+8. Callers incl"
004242b0,DrawFrontendLocalizedStringPrimary,221,3,0,,2,,0,0,0,0,
00424390,DrawFrontendLocalizedStringSecondary,221,5,6,td5_frontend.c,1,,0,0,2,0,"[td5_frontend.c] screen. |  * Original: DrawFrontendLocalizedStringSecondary @ 0x00424390 (__cdecl), |  *   params (byte *str, uint x, int y). Called in a loop: |  *     x = g_fronten"
00424470,DrawFrontendFontStringToSurface,228,3,0,,1,,0,0,0,0,
00424560,DrawFrontendLocalizedStringToSurface,245,5,6,td5_frontend.c;td5_frontend_button_cache.c,28,,0,0,2,0,[td5_frontend.c] nders into a 0x198x0x70 (408x112) DirectDraw |  * surface via DrawFrontendLocalizedStringToSurface x4; port draws live. |  * |  * Dialog position (states 4-5): center
00424660,DrawFrontendSmallFontStringToSurface,217,3,0,,4,,0,0,0,0,
00424740,DrawFrontendClippedStringToSurface,334,3,0,,8,,0,0,0,0,
00424890,MeasureOrCenterFrontendString,75,5,1,td5_frontend.c,3,,0,0,2,0,"[td5_frontend.c] l export, 10 × char* pointers, |               * centered via MeasureOrCenterFrontendString [CONFIRMED @ 0x0040F184]). |               * Language.dll is unavailable"
004248e0,DrawFrontendWrappedStringLine,356,3,0,,1,,0,0,0,0,
00424a50,MeasureOrCenterFrontendLocalizedString,149,3,0,,19,,0,0,0,0,
00424af0,PresentPrimaryFrontendBufferViaCopy,57,3,0,,21,,0,0,0,0,
00424b30,CopyPrimaryFrontendBufferToSecondary,64,4,1,td5_frontend.c,22,,0,0,0,0,"[td5_frontend.c] urface16bpp(""MainMenu.tga"", ""FrontEnd.zip"") then |          * CopyPrimaryFrontendBufferToSecondary so the post-race UI overlays |          * the main-menu artwork."
00424b80,BlitFrontendCachedRect,63,5,2,td5_frontend.c,6,,0,0,1,0,[td5_frontend.c] then |  *       blit-restores the 640x480 cached backdrop via BlitFrontendCachedRect. |  *       Port: frontend_recover_surfaces() (td5_frontend.c) -- same |  *
00424bc0,CopyPrimaryFrontendRectToSecondary,74,3,0,,1,,0,0,0,0,
00424c10,PresentSecondaryFrontendRectViaCopy,63,3,0,,15,,0,0,0,0,
00424c50,BlitSecondaryFrontendRectToPrimary,74,3,0,,18,,0,0,0,0,
00424ca0,PresentPrimaryFrontendBuffer,64,3,0,,3,,0,0,0,0,
00424cf0,PresentSecondaryFrontendRect,74,3,0,,1,,0,0,0,0,
00424d40,PresentPrimaryFrontendRect,74,3,0,,1,,0,0,0,0,
00424d90,FillPrimaryFrontendScanline,170,3,0,,1,,0,0,0,0,
00424e40,InitializeFrontendPresentationState,803,4,2,td5_frontend.c,1,,0,0,0,0,"[td5_frontend.c] neither is per-frame: InitializeFrontendPresentationState (0x00424E40) |      * runs once at app startup, CarSelectionScreenStateMachine (0x0040DFC0) |      * is u"
00425170,UpdateFrontendClientOrigin,41,3,0,,1,,0,0,0,0,
004251a0,Copy16BitSurfaceRect,440,5,1,td5_frontend.c,8,,0,0,2,0,[td5_frontend.c] ey. |  * Matches original game's BltFast without SRCCOLORKEY (Copy16BitSurfaceRect flag 0x10). |  * Used for CarSelBar1 (0% black pixels — fully opaque solid bar).
00425360,PresentFrontendBufferSoftware,367,5,1,td5_frontend.c,1,,0,0,1,0,"[td5_frontend.c] ty SNK_ScreenDump primer), OR |  *         (b) software 16bpp PresentFrontendBufferSoftware. |  *       Port collapses both branches to td5_plat_present(1) -- D3D11"
004254d0,ResetFrontendOverlayState,35,3,0,,1,,0,0,0,0,
00425500,ResetFrontendSelectionState,59,3,0,,1,,0,0,0,0,
00425540,FlushFrontendSpriteBlits,277,4,1,td5_frontend.c,1,,0,0,0,0,"[td5_frontend.c] h @ 0x00414C5F: orig calls RenderFrontendUiRects + |  *       FlushFrontendSpriteBlits, then either |  *         (a) DXDraw::Flip(1) + an immediate Lock/Unlock of t"
00425660,QueueFrontendOverlayRect,205,5,8,td5_frontend.c,33,,0,0,2,0,[td5_frontend.c] ] Original animates the panel |  * surface (DAT_0049628c) via QueueFrontendOverlayRect with a per-state |  * x-coordinate formula. Port has no MoveFrontendSpriteRec
00425730,QueueFrontendSpriteBlit,368,3,0,,1,,0,0,0,0,
004258b0,DeferFrontendBackgroundRestore,10,3,0,,1,,0,0,0,0,
004258c0,ActivateFrontendCursorOverlay,20,4,1,td5_frontend.c,28,,0,0,0,0,[td5_frontend.c] = !visible` to match the original |      * binary's inverted ActivateFrontendCursorOverlay/DeactivateFrontend |      * CursorOverlay convention (state during inter
004258e0,DeactivateFrontendCursorOverlay,12,3,0,,24,,0,0,0,0,
004258f0,CreateFrontendMenuRectEntry,190,3,0,,1,,0,0,0,0,
004259b0,AdvanceFrontendTickAndCheckReady,22,5,2,td5_frontend.c,17,,0,0,2,0,[td5_frontend.c] te = 2; |         } |         break; |  |     case 2: /* Tick until AdvanceFrontendTickAndCheckReady */ |         if (frontend_advance_tick()) { |             s_anim_comple
004259d0,MoveFrontendSpriteRect,89,5,2,td5_frontend.c,25,,0,0,2,0,[td5_frontend.c] yRect with a per-state |  * x-coordinate formula. Port has no MoveFrontendSpriteRect / sprite-rect |  * array; instead we accumulate a render-side x offset that ove
00425a30,RenderFrontendUiRects,293,4,2,td5_frontend.c,1,,0,0,0,0,[td5_frontend.c] quad at the same texture page. Order matches |  *       orig RenderFrontendUiRects + Flush ordering. |  *     - Submission flush @ 0x00414C5F: orig calls RenderFro
00425b60,DrawFrontendButtonBackground,631,4,1,td5_frontend_button_cache.c,2,,0,0,0,0,"[td5_frontend_button_cache.c] lected,   gold) lives at y = h..2h-1. |  *   - For each half: DrawFrontendButtonBackground (9-slice) then |  *     DrawFrontendLocalizedStringToSurface (label cente"
00425de0,CreateFrontendDisplayModeButton,764,5,9,td5_frontend.c;td5_frontend_button_cache.c;td5_frontend_button_cache.h,25,,0,0,2,0,"[td5_frontend.c] using the original's coordinate conventions: |  * |  * Original CreateFrontendDisplayModeButton(label, x, y, w, h, flags): |  *   - When x is negative and y == 0: aut"
004260e0,CreateFrontendDisplayModePreviewButton,58,3,0,,4,,0,0,0,0,
00426120,RebuildFrontendButtonSurface,313,3,0,,5,,0,0,0,0,
